action,cms_account_id,name,legal_name,website,street_address,city,state_province,postal_zip,country,region,timezone,latitude,longitude,segment,marina_type,ownership_type,parent_company,slip_count,slip_mix,avg_boat_size_range,power_demand_intensity,seasonality,expansion_plans,expansion_notes,contact_name,contact_title,contact_email,contact_phone,contact_linkedin,tags,notes,lead_source
EXISTING,1245,Loyalist Cove Marina,,,"100 Bayshore Drive, Bath, ON K0H 1G0",Bath,Ontario,K0H 1G0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Loyalist Cove Marina is located in the Village of Bath, gateway to the Thousand Islands just 30 km west of Kingston.  Our cove is picturesque, well protected from the elements and we offer a ""One stop"" shop for boaters.  Family owned by Dave & Michelle Hinton since April 1999, our high standards for customer service has enabled us to expand over the years allowing us to cater to all your boating needs.  Open all year round, we provide boat repairs, maintenance & transportation.  We have ABYC cer
Website: http://www.loyalistcovemarina.com/
Source: Boating Ontario Directory",marina_directory
EXISTING,1338,Loughborough Lake Marina,,,"2279 Loughborough View Road, Battersea, Ontario K0H 1H0",Battersea,Ontario,K0H 1H0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Loughborough Lake Marina, full service dealer for Suzuki Marine, Suzuki [ATVs](http://www.themarina.on.ca/atvs/new-atvs-for-sale/) and BRP Evinrude.

Whether you are looking for new or used Watercraft, Outboards, ATVs, [ATV](http://www.themarina.on.ca/atvs/atv-accessories/) [Accessories](http://www.themarina.on.ca/atvs/atv-accessories/) or [Boating Accessories](http://www.themarina.on.ca/boats-motors/boat-accessories-marine-supplies/) – we have a terrific selection for you to choose from!
Website: http://www.themarina.on.ca/
Source: Boating Ontario Directory",boating_ontario
EXISTING,1182,Harbour Lights Marina,,,"Box 38, 27 Charthouse Hill, Bayfield, ON N0M 1G0",Bayfield,Ontario,N0M 1G0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Located along the north side of the Bayfield River, Harbour Lights is the spot to be on the fabulous Sun Coast of Lake Huron.

Popular with both seasonal and transient boaters, we can accommodate up to 250 boats and have room for 40 transients with a maximum length of 50 feet and maximum draft of 7 feet. A swimming pool, tennis courts and laundry facilities are just a few of the amenities to be found at this jewel on the west coast...
Website: http://www.harbourlightsmarina.on.ca/
Source: Boating Ontario Directory",marina_directory
EXISTING,258,Village of Bayfield Marina,,,"33 Long Hill Road, Bayfield, ON N0M 1G0",Bayfield,Ontario,N0M 1G0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"This is your About Us page that will be your profile on Boating Ontario.
Source: Boating Ontario Directory",marina_directory
EXISTING,1196,Baysville Marina,,,"Box 100, 10 East Road, Baysville, ON P0B 1A0",Baysville,Ontario,P0B 1A0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Baysville Marina is a full Service Marina on beautiful Lake of Bays. We sell new and used boats and motors. We have a professional and reliable service department for repairs and maintenance. We were the first Marina in Lake of Bays to offer rentals boats. We have a large rental fleet including Bowrider, Pontoon, Fishing Boats and Sea-Doo's.  We are also the largest indoor and outdoor storage facility on Lake of Bays.
Website: http://www.baysvillemarina.com/
Source: Boating Ontario Directory",marina_directory
EXISTING,276,Beaumaris Marina Ltd.,,,"1214 Beaumaris Road, Beaumaris, ON P1L 0M8",Beaumaris,Ontario,P1L 0M8,CA,,,,,marina,,,,,,,,,false,,,,,,,,"**_Located on_** **_Lake Muskoka …_**

**_… Helping to Make Great Summer Memories for Over 30 Years!_**
Website: http://www.beaumarismarina.com/
Source: Boating Ontario Directory",marina_directory
EXISTING,1208,Trent Talbot Marina,,,"B1267 Concession 9, Beaverton, ON L0K 1A0",Beaverton,Ontario,L0K 1A0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Trent Talbot Marina welcomes you to a little piece of boater heaven.

![](http://www.trenttalbotmarina.com/images/wl.gif)

Trent Talbot Marina is located on the eastern shores of Lake Simcoe at the entrance to the Trent Severn Waterway, just minutes from the Gamebridge lock.

![](http://www.trenttalbotmarina.com/images/wl.gif)

The town of Beaverton, offering museums, restaurants, beer and liquor stores, summer theatre and movie cinema is a short boat trip or cab ride away.

![](http://www.trent
Website: http://www.trenttalbotmarina.com/welcome.htm
Source: Boating Ontario Directory",marina_directory
EXISTING,566,Lake Simcoe Marine Limited,,,"Bell Ewart, Ontario",Bell Ewart,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1181,Belle River Marina,,,"100 Lake Street, Belle River, ON N0R 1A0",Belle River,Ontario,N0R 1A0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"The Belle River Marina, in the Municipality of Lakeshore is a full service, ‘deep water’ marina with over 270 seasonal and transient docks.  Facilities include a restaurant, gas (including diesel), pump-out facilities, 24 hour security, gated docks, pavilion, double access boat ramp, and washrooms with private showers.

At the adjacent Lakeview Park and West Beach, there are playgrounds, splashpad, amphitheatre, and sand volleyball.  Transient boaters are welcome to take advantage of free bicycl
Website: https://www.lakeshore.ca/
Source: Boating Ontario Directory",marina_directory
EXISTING,1179,Puce River Harbour Marina,,,"930 Old Tecumseh Road, Belle River, ON N8L 0Y8",Belle River,Ontario,N0R 1A0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Puce River Harbour Marina, just minutes from Tecumseh, is a private facility offering a variety of services & amenities to meet your boating needs. The marina features a launching ramp, transient overnight dockage space, 65 seasonal wells & 16 jet ski docks. The Sandbar Waterfront Grill is a 300 seat restaurant onsite that is open year round & boasts delicious menu choices & outstanding service not to mention the largest outdoor patio on lake St. Clair. A sheltered harbour, fuel docks with 91 oc
Website: http://www.pucerivermarina.com/
Source: Boating Ontario Directory",marina_directory
EXISTING,522,Crate Marine Belleville,,,"25 Dundas Street West, Belleville, ON K8P 3M7",Belleville,Ontario,K8P 3M7,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Committed from the ground breaking moment, our carefully selected team with combined experience of over 50 years sets new precedence in the boating industry.

Crate Marine Belleville is a full service marina built on the philosophy that a marina should be more than just a place to tie-up a boat, but rather sanctuary far away from the stress of everyday life.

Being a full service facility we have the staff, knowledge and best of equipment to ensure you enjoy the best that boating has to offer. E
Website: http://www.cratesbelleville.com/
Source: Boating Ontario Directory",marina_directory
EXISTING,480,Blind River Marina,,,"Hagger Road, Blind River, Ontario, P0R 1B0",Blind River,Ontario,P0R 1B0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,465,Birch Point Marina Ltd,,,"442 County Road 24, Bobcaygeon, ON K0M 1A0",Bobcaygeon,Ontario,P0E 1T0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Welcome to [Birch Point Marina](https://www.birchpointmarina.com/aboutus """"), where the variety of [powersports products](https://www.birchpointmarina.com/new-models """") is second to none. We are happy to help you find the perfect performance boat, cruiser or Arctic cat snowmobile, along with any parts you have been looking for. In all of [Bobcaygeon](https://www.birchpointmarina.com/locations """") and the surrounding area on the Trent-Severn Waterway and the City of Kawartha Lakes, there isn't a
Website: http://www.birchpointmarina.com/
Source: Boating Ontario Directory",marina_directory
EXISTING,1176,Gordon Yacht Harbour Marina,,,"81 Front Street East, Bobcaygeon, ON K0M 1A0",Bobcaygeon,Ontario,K0M 1A0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"For over 100 years **Gordon Yacht Harbour Marina** has been located in the heart of the Village of **Bobcaygeon**, below Lock 32 on **Pigeon Lake** on the Trent-Severn Waterway. Approximately a two hour drive north-east from **Toronto, Ontario,Canada.**

With over 200 square miles of controlled water levels between the locks at Bobcaygeon and Buckhorn the marina claims to have the longest and best boating season available in the Kawarthas and Trent System.
Website: http://www.gordonyachtharbour.com/
Source: Boating Ontario Directory",marina_directory
EXISTING,1323,The Marina at Happy Days,,,"5 Colony Road, Bobcaygeon, Ontario K0M 1A0",Bobcaygeon,Ontario,K0M 1A0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"The Marina at Happy Days has been operating on the Trent Severn Waterway for over forty five years.  A Mercruiser Dealer with sixty in-water slips, transient slips, travel lift, fuel dock, pump out, dry dock storage, commercial launch ramp and ample parking.  Centrally located on the Trent Severn Waterway between Lock 31 in Buckhorn and Lock 32 in Bobcaygeon with access to five lakes.  Launch ramp is available daily May to October from 8am to 8 pm.  An ideal location to call your home port as yo
Website: http://www.themarinaathappydays.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,1229,PORT OF CALL MARINA & STORAGE,,,Kawartha Lakes,Bolsover,Ontario,K0M 1B0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,644,Sunset Cove Marina,,,Kawartha Lakes,Bolsover,Ontario,K0M 1B0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1195,Allport Marina,,,"1640 Beaumont Drive, Bracebridge, ON P1L 1X2",Bracebridge,Ontario,P1L 1X2,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Nestled in Allport Bay on beautiful Lake Muskoka, Allport Marina is a full-service and family-owned marina operation. For almost 50 years our location has afforded our customers calm docking conditions, close proximity to the town of Bracebridge and ideal access to the middle of Lake Muskoka. [Tohatsu Motor Sales](http://www.allportmarina.com/tohatsu-outboard-motor-sales), [Service](http://www.allportmarina.com/service), [Boat Detailing](http://www.allportmarina.com/service), [Fiberglass and Gel
Website: http://www.allportmarina.com/
Source: Boating Ontario Directory",marina_directory
EXISTING,1200,Brechin Dry Dock Marine,,,"3241 Ramara Road 47, Brechin, ON L0K 1B0",Brechin,Ontario,L0K 1B0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Marine storage & service, repairs & sales! Everything you could need, water toys, marina requirements, boat repair, service shop, and some fishing needs including worms. Come in to visit the coffee is always on. Rent or buy water toys!
Website: http://www.drydocklagooncity.ca/
Source: Boating Ontario Directory",marina_directory
EXISTING,1263,Grand Harbour,,,"150 Laguna Parkway, Brechin, Ontario L0K 1B0",Brechin,Ontario,L0K 1B0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"A full service marina with over 275 permanent and seasonal slips and plenty of room for transient boaters. Beautiful park like grounds with ""at your boat parking"".  Located right at the entrance to the unique community of Lagoon City where many, many residents keep their boats in front of their homes.
Website: http://www.lagooncitymarina.ca/
Source: Boating Ontario Directory",boating_ontario
EXISTING,1189,Wright's Marina Inc.,,,"1624 Riverside Drive, Britt, ON P0G 1A0",Britt,Ontario,P0G 1A0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Wright’s Marina is a modern, full-service marina offering dockage for up to one hundred boats. With the addition of new docks recently, we offer safe and secure mooring for boats up to 100′ in length. Our park-like shoreline offers a relaxing and soothing area to unwind after a day of travelling.

Close to your boat, but on solid ground, relax surrounded by greenery and gardens. Our grounds are always well kept and clean with new gardens and landscaping planned for the season. Picnic tables are 
Website: http://www.wrightsmarina.on.ca/
Source: Boating Ontario Directory",marina_directory
EXISTING,516,Gilbert Marine,,,"15 Jessie Street, Brockville, Ontario, K6V 3M6",Brockville,Ontario,K6V 3M6,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1348,Tall Ships Landing Club & Marina,,,"15 St. Andrew Street, Box 301, Brockville, Ontario K6V 0B8",Brockville,Ontario,K6V 0B8,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Tall Ships Landing Coastal Resort offers you the best recreational waterfront lifestyle in all of Canada. Experience the marina, clubhouse, fitness centre and pools, restaurant, specialty shop, Aquatarium, boutique vacation suites and guest rooms.
Website: http://www.tallshipslanding.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,646,Tall Ships Landing Marina,,,"15 St Andrew Street, Brockville, Ontario, K6V 0B8",Brockville,Ontario,K6V 0B8,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,483,Big Tub Resort & Marina,,,Bruce County,Bruce County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,255,Kincardine Harbour,,,"Harbour Street, Kincardine, Ontario, N2Z 2X9",Bruce County,Ontario,N2Z 2X9,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,555,Kit Wat Motel & Marina,,,"71 Sauble Falls Road, Chief's Point / Giigonke Piinsaugen, Ontario, N0H 2G0",Bruce County,Ontario,N0H 2G0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,290,Little Red Bay Marina,,,Bruce County,Bruce County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,587,Oliphant Marina,,,Bruce County,Bruce County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,630,Southampton Harbour,,,Bruce County,Bruce County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,312,"Tobermory Harbour, Ontario",,,"Tobermory, Ontario, N0H 2R0",Bruce County,Ontario,N0H 2R0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,482,BRUCE MINES MARINA,,,Bruce Mines,Bruce Mines,Ontario,P0R 1C0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1262,Anchor Gear Co.,,,"46 Fire Route 82, Buckhorn, Ontario K0L1J0",Buckhorn,Ontario,K0L1J0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Anchor Gear Co. is a Canadian boating lifestyle brand creating premium apparel inspired by life on the water. Rooted in Ontario’s boating community, we design retail-ready collections that resonate with recreational boaters, marinas, yacht clubs, and waterfront retailers.

Our products are built for long days on the water and effortless transitions from dock to shore — combining comfort, durability, and clean nautical design. Beyond apparel, Anchor Gear Co. focuses on community-driven brand buil
Website: http://www.anchorgearco.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,484,Buckhorn Yacht Harbour Ltd,,,Trent Lakes,Buckhorn,Ontario,K0L 1J0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1346,Port Carmen Marina,,,"3077 Hwy 520, Burk's Falls, Ontario P0A 1C0",Burk's Falls,Ontario,P0A 1C0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"_Are you looking for that old-fashioned-style service where your provider has the knowledge and expertise that leaves you confident that you are receivin_ g quality service done right?

**Then the Port Carmen Marina sales and service team should be your first stop.**

As an authorized Mercury dealer, Port Carmen Marina offers marine and powersports sales and service that is all under one roof on the shores of Lake Cecebe. They offer experience-backed services and upgrades on all makes and models
Website: http://www.portcarmenmarina.ca/
Source: Boating Ontario Directory",boating_ontario
EXISTING,637,Starlite Marina,,,"Quesnel Road, West Nipissing, Ontario, P2B 3H4",Cache Bay,Ontario,P2B 3H4,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,593,Nahma Lodge,,,"Camp Kagawong, Ontario",Camp Kagawong,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,486,Campbellford Oak Mill Park Docks,,,Trent Hills,Campbellford,Ontario,K0L 1L0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,656,"Trent-Severn Waterway, Lock 13 - Campbellford",,,Trent Hills,Campbellford,Ontario,K0L 1L0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,680,"Trent-Severn Waterway, Locks 11-12 - Ranney Falls Flight Lock",,,Trent Hills,Campbellford,Ontario,K0L 1L0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1333,John's Marina,,,"3465 9 Line West, Carleton Place, Ontario K7C 3P2",Carleton Place,Ontario,K7C 3P2,CA,,,,,marina,,,,,,,,,false,,,,,,,,"John's Marina is a second generation family-run business with thousands of satisfied customers and over 45 years experience.

Always a large selection of bow riders, pontoons, and fishing boats in stock. We offer a top-notch service facility with factory-trained technicians a second service location and launch ramp on the Big Rideau and an extensive parts inventory for Mercury, Mercruiser, Volvo, Johnson, and Evinrude. We sell aluminum docking, boat lifts and marine railways as well.

We have be
Website: http://www.johnsmarina.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,261,Killbear Marina,,,"31 Pengally Bay Road, Carling, ON P0G 1G0",Carling,Ontario,P0G 1G0,CA,,,,,marina,,,,1000,,,,,false,,,,,,,,"We are located in a sheltered bay just west of Killbear Provincial Park.  Being situated at the crossroads of the Parry Sound Main shipping channel and the North/ South Small Craft Route makes us easy to get to. We are a full service Marina that can take care of all your boating needs, open summer seasonal.
Website: http://www.killbearmarina.ca/
Source: Boating Ontario Directory",marina_directory
EXISTING,652,"The Port Of Oshawa, East Pier",,,Oshawa,Cedar Dale,Ontario,L1H 3S6,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,576,Mitchell's Bay Marine Park Limited,,,Chatham-Kent,Chatham-Kent,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1276,Smart's Marina Ltd.,,,"1018 Smart Road, Cloyne, Ontario K0H 1K0",Cloyne,Ontario,K0H 1K0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"SMART’S MARINA IS A FULL SERVICE MARINA. WE FOCUS ON CUSTOMER SERVICE & SATISFACTION. OUR EXPERIENCED STAFF IS UTILIZED TO ENSURE TROUBLE FREE BOATING!

THE SERVICE SHOP HAS BEEN FAMILY OPERATED FOR THREE GENERATIONS! JAMES SMART IS KEEPING THE SHOP RUNNING SMOOTHLY & HAS TAKEN ONE OF OUR VERY OWN DOCK BOYS ON AS AN APPRENTICE! HE ALSO FINDS THE TIME TO CREATE HAND FORGED GOODS THAT YOU CAN CHECK OUT AT [SMART’S MERCANTILE!](http://www.smartsmarina.com/mercantile.html)

WE SELL AND SERVICE [EVIN
Website: http://www.smartsmarina.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,1222,Cobourg Marina,,,"103 Third Street, Cobourg, ON K9A 5W9",Cobourg,Ontario,K9A 5W9,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Welcome to the Cobourg Marina!

Cobourg Marina, considered by many to be one of the jewels of Lake Ontario, is conveniently located on the North shore of Lake Ontario between Toronto and Kingston.  Whether you are looking for a relaxing stay to take in the sights and sounds of our historic community, a stopover to restock supplies, or simply a safe haven to get off the lake, you will be greeted with a friendly welcome by our professional staff.

Our valued guests have access to free WiFi, clean 
Website: http://www.cobourg.ca/
Source: Boating Ontario Directory",marina_directory
EXISTING,1259,ReSail Marine Services,,,"4307 Burnham St. North, Cobourg, Ontario K9A 4J9",Cobourg,Ontario,K9A 4J9,CA,,,,,marina,,,,,,,,,false,,,,,,,,"At ReSail Marine Services, we strive to exceed expectations with every service we offer. Whether you're looking to recycle a boat, transport your vessel, find rare quality used parts or repair your marine engine, we should be your first choice.

​One of our core focuses is the development of efficient methods for processing fiberglass, which typically constitutes a significant portion of a vessel's weight and disposal costs. We are committed to researching and implementing sustainable solutions 
Website: http://www.resailmarine.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,492,Colchester Harbour,,,"Jackson Street, Town of Essex, Ontario",Colchester,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,583,Newport Yacht Club - Stoney Creek,,,Hamilton,Community Beach,Ontario,L8E 2Y9,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,234,Marina 200,,,"Cornwall, Ontario, K6H 1A3",Cornwall,Ontario,K6H 1A3,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,588,Otter Gas & Marine,,,"93 Rollie's Bay Road East, Curve Lake, Ontario, K0L 1R0",Curve Lake,Ontario,K0L 1R0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,521,Deerbrook Marina,,,"Riverside Road, Lakeshore, Ontario, N0R 1S0",Deerbrook,Ontario,N0R 1S0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,551,JR's Sunset Grill & Marina,,,Lakeshore,Deerbrook,Ontario,N0R 1S0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,616,Rochester Place Resort Inc,,,Lakeshore,Deerbrook,Ontario,N0R 1S0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,220,9 Mile Lake Marina,,,"McNab/Braeside, Ontario",District Municipality of Muskoka,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,508,Big Chute Marina Inc,,,District Municipality of Muskoka,District Municipality of Muskoka,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,530,Georgian Bay Landing,,,District Municipality of Muskoka,District Municipality of Muskoka,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,305,Spirit Bay Harbour,,,District Municipality of Muskoka,District Municipality of Muskoka,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,648,The Cove Foots Bay Marina,,,District Municipality of Muskoka,District Municipality of Muskoka,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,315,Village Marina,,,"Marina Village Drive, Georgian Bay Township, Ontario, L0K 1S0",District Municipality of Muskoka,Ontario,L0K 1S0,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,687,Wawautosa Marine,,,"Crooked Bay Road, Georgian Bay Township, Ontario",District Municipality of Muskoka,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,693,Woods Landing Marina,,,District Municipality of Muskoka,District Municipality of Muskoka,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,615,Riverview Marina,,,Unorganized North Cochrane,Dokis,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1311,Kawagama Lake Marina,,,"1652 Russell Landing Road, Dorset, Ontario P0A 1E0",Dorset,Ontario,P0A 1E0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Located in Dorset, Ontario, Kawagama Lake Marina (formerly Old Mill Marina) is your trusted home on the water. Now part of the Maple Leaf Marinas family, we continue to serve seasonal cottagers and boating enthusiasts with the same familiar faces, outstanding service, and community spirit you’ve come to know and love.

Whether you’re launching into a summer of lakefront adventure or hauling out for the winter season, our full-service marina is here to make boating easy. With 80 seasonal slips (c
Website: https://kawagamamarina.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,1316,Mountain Trout House,,,"P.O. Box 416, 1508 Russell Landing Road, Dorset, Ontario P0A 1E0",Dorset,Ontario,P0A 1E0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"# WELCOME TO MOUNTAIN TROUT HOUSE MARINA

- **Ontario Five Star Yamaha Dealer**
- **Muskoka and Haliburton Snowmobile Rentals**
- **Muskoka and Haliburton PWC Rentals**
- **Muskoka Yamaha snowmobiles, outboard motors & generators**
- **Kawagama Lake covered boat docking, fuel, repairs and storage**
- **Rossiter and G3 boats. SunCatcher Pontoons**
- **Muskoka and Haliburton Boat Rentals**
- **Kawagama Lake barging and water taxi service**
- **Gifts & clothing with Kawagama Lake logo**
- **Fishing
Website: http://www.mthmarina.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,1330,Port of Call Marina of Ottawa Ltd.,,,"P.O. Box 149, 213 Vances Side Road, Dunrobin, Ontario K0A 1T0",Dunrobin,Ontario,K0A 1T0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Owned and operated by Mark Baskin, Port of Call Marina was first established in 1966 by Tom Baskin and Joe McKenzie and their wives Elma and Lorna. Tom and Elma's son Mark spent most of his youth at the marina helping out wherever he could and learning the ropes of the marina business. As a result he became a highly skilled marine mechanic and took over the daily operations in 1986.
Website: http://www.portofcall.ca/
Source: Boating Ontario Directory",boating_ontario
EXISTING,513,BOWMANVILLE MARINA,,,Durham,Durham,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,518,Goreski's Landing,,,"225 Platten Bl 225 Platten Boulevard, Scugog, Ontario, L9L 1B6",Durham,Ontario,L9L 1B6,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,599,Port Newcastle Marina,,,Durham,Durham,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,626,Scugog Island Marina,,,Durham,Durham,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,689,West Shore Marine,,,Durham,Durham,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1257,Lake of Bays Marina Inc.,,,"1170 Port Cunnington Road, Dwight, Ontario P0A 1H0",Dwight,Ontario,P0A 1H0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"At Lake of Bays Marina INC., our team is committed to honesty, integrity and customer satisfaction.  We understand that when you invest your time and trust in us for your recreational requirements, you appreciate concise and transparent quality and solutions. For many of us, boating is a passion. We understand that boats are more than just marine vessels. They're a connection to past times with friends, they're signs of good times to look forward to with family, and that is why we collectively h
Website: http://www.lakeofbaysmarina.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,1277,Port Cunnington Marina,,,"1757 Port Cunnington Road, Dwight, Ontario P0A 1H0",Dwight,Ontario,P0A 1H0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"### At Port Cunnington Marina we are more than a mechanical shop, fuel dock, or place to park your boat. We aren’t your average marina, we don’t see customers as numbers, and we believe that our customers are the force behind the culture we create.
Website: http://www.portcunningtonmarina.ca/
Source: Boating Ontario Directory",boating_ontario
EXISTING,547,Island Grove Marina,,,Oshawa,Eastbourne,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,227,Cooper's Marina,,,Amherstburg,Edgewater Beach,Ontario,N9V 2W2,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1342,Brown's Marina Ltd.,,,"1641 Chaffey's Lock Road, Elgin, Ontario K0G 1E0",Elgin,Ontario,K0G 1E0,CA,,,,,marina,,,,,,,,,false,,,,,,,,"Brown's Marina is an authorized Evinrude, Mercury, Princecraft and more dealership serving the Elgin, Ontario area. We are proud to carry a large selection of new and pre-owned inventory. When you are ready to invest in a new [deck boat](https://www.brownsmarina.com/default.asp?page=xAllInventory&vc=deck%20boat), [pontoon](https://www.brownsmarina.com/default.asp?page=xAllInventory&vc=pontoon), [outboard](https://www.brownsmarina.com/default.asp?page=xAllInventory&vt=outboard) or [any other](htt
Website: http://www.brownsmarina.com/
Source: Boating Ontario Directory",boating_ontario
EXISTING,509,Big Otter Marina & Campgrounds,,,Elgin County,Elgin County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,504,Kettle Creek Marina,,,Elgin County,Elgin County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,584,North Erie Marina,,,Elgin County,Elgin County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1230,Portside Marina Inc,,,Elgin County,Elgin County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,621,Rush Creek Marina and Trailer Park,,,Elgin County,Elgin County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,622,Rush Creek RV and Marina (Boat Ramp),,,Elgin County,Elgin County,Ontario,,CA,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
