action,cms_account_id,name,legal_name,website,street_address,city,state_province,postal_zip,country,region,timezone,latitude,longitude,segment,marina_type,ownership_type,parent_company,slip_count,slip_mix,avg_boat_size_range,power_demand_intensity,seasonality,expansion_plans,expansion_notes,contact_name,contact_title,contact_email,contact_phone,contact_linkedin,tags,notes,lead_source
EXISTING,1735,North Tahoe Boat Rentals in,,,7220 N Lake Blvd,Tahoe Vista,California,96148,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1707,North Tahoe Marina in,,,7360 N Lake Blvd,Tahoe Vista,California,96148,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,6454,Al Larson Boat Shop & Marina in,,,1046 S Seaside Ave,Terminal Island,California,90731,US,,,,,100 to 300,,,,128,,,,,false,,,,,,,,,marina_directory
EXISTING,9569,Terminal Island Marina in,,,306 Henry Ford Ave,Terminal Island,California,90731,US,,,,,Less than 100,,,,26,,,,,false,,,,,,,,,marina_directory
EXISTING,1718,Salton Sea Beach Marina in,,,317 El Centro Ave,Thermal,California,92274,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1573,New Hope Landing & Trailer Prk in,,,13945 W. Walnut Grove Rd.,Thornton,California,95686-0417,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8865,Angel Island Boat Docks in,,,Angel Island,Tiburon,California,94920,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,7097,Corinthian Yacht Club of San Francisco in,,,43 Main Street,Tiburon,California,94920,US,,,,,Less than 100,,,,90,,,,,false,,,,,,,,,marina_directory
EXISTING,5576,Paradise Cay Harbor in,,,127 Trinidad Dr,Tiburon,California,94920,US,,,,,100 to 300,,,,200,,,,,false,,,,,,,,,marina_directory
EXISTING,10791,Sam's Anchor Cafe in,,,27 Main St,Tiburon,California,94920,US,,,,,Less than 100,,,,6,,,,,false,,,,,,,,,marina_directory
EXISTING,10517,St Francis Yacht Club in,,,,Tinsely Island,California,,US,,,,,Less than 100,,,,10,,,,,false,,,,,,,,,marina_directory
EXISTING,7288,Tracy Oasis Marina-Resort in,,,12450 West Grimes Road,Tracy,California,95304,US,,,,,Less than 100,,,,82,,,,,false,,,,,,,,,marina_directory
EXISTING,1712,Pinewood Cove Resort and Marina in,,,Pinewood Cove Rd,Trinity Center,California,96091,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10693,Donner Lake Marina in,,,15695 Donner Pass Rd,Truckee,California,96161,US,,,,,Less than 100,,,,8,,,,,false,,,,,,,,,marina_directory
EXISTING,1683,Two Harbors Enterprises - Catalina Island in,,,Catalina Isthmus,Two Harbors,California,90704,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1620,Norms Bait & Tackle Vallejo Boat Ramp in,,,3 Curtola Parkway,Vallejo,California,94590,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1664,Vallejo Boatworks in,,,1 Harbor Way,Vallejo,California,94950,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,4752,Vallejo Municipal Marina in,,,42 Harbor Way,Vallejo,California,94590,US,,,,,500 to 700,,,,650,,,,,false,,,,,,,,,marina_directory
EXISTING,6408,Vallejo Yacht Club in,,,485 Mare Island Way,Vallejo,California,94590,US,,,,,100 to 300,,,,130,,,,,false,,,,,,,,,marina_directory
EXISTING,8003,Lake Camanche South Shore Marina in,,,11700 Wade Lane,Valley Springs,California,95252,US,,,,,Less than 100,,,,60,,,,,false,,,,,,,,,marina_directory
EXISTING,8864,Derecktor Ventura in,,,1644 Anchors Way Dr,Ventura,California,93001-4230,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,10755,Harbortown Point Marina Resort in,,,1651 Anchors Way Drive,Ventura,California,93001,US,,,,,Less than 100,,,,7,,,,,false,,,,,,,,,marina_directory
EXISTING,10786,Leo’s Fuel & Live Bait in,,,1404 Anchors Way,Ventura,California,3001,US,,,,,Less than 100,,,,6,,,,,false,,,,,,,,,marina_directory
EXISTING,5965,Oceans West Marina in,,,1867 Spinnaker Drive,Ventura,California,93001,US,,,,,100 to 300,,,,162,,,,,false,,,,,,,,,marina_directory
EXISTING,1586,Pierpont Bay Yacht Club in,,,1363 Spinnaker Dr.,Ventura,California,93001,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,4792,Safe Harbor Ventura Isle in,,,1363 Spinnaker Drive,Ventura,California,93001,US,,,,,500 to 700,,,,580,,,,,false,,,,,,,,,marina_directory
EXISTING,1638,Ventura Harbor Boatyard in,,,1415 Spinnaker Drive,Ventura,California,93001,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,384,Ventura Harbor Village Marina in,,,1583 Spinnaker Drive,Ventura,California,93001,US,,,,,100 to 300,,,,103,,,,,false,,,,,,,,,marina_directory
EXISTING,4801,Ventura West Marina  in,,,1198 Navigator Drive,Ventura,California,93001,US,,,,,500 to 700,,,,554,,,,,false,,,,,,,,,marina_directory
EXISTING,7081,Ventura Yacht Club in,,,1755 Spinnaker Drive,Ventura,California,93001,US,,,,,Less than 100,,,,91,,,,,false,,,,,,,,,marina_directory
EXISTING,5188,Waldo's Point Floating House Docks in,,,,Waldo,California,94966,US,,,,,100 to 300,,,,282,,,,,false,,,,,,,,,marina_directory
EXISTING,7500,Boathouse Marina At Locke in,,,13900 River Road,Walnut Grove,California,95690,US,,,,,Less than 100,,,,75,,,,,false,,,,,,,,,marina_directory
EXISTING,1593,Boon Dox in,,,14175 River Road,Walnut Grove,California,95690,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,9334,Dagmar's Landing in,,,14181 River Rd. Hwy #160,Walnut Grove,California,95690-0898,US,,,,,Less than 100,,,,30,,,,,false,,,,,,,,,marina_directory
EXISTING,10238,Deckhands Marine in,,,14090 State Highway 160,Walnut Grove,California,95690,US,,,,,Less than 100,,,,15,,,,,false,,,,,,,,,marina_directory
EXISTING,7951,Hidden Harbor Marina in,,,3100 Ryer Rd E,Walnut Grove,California,95690-9615,US,,,,,Less than 100,,,,62,,,,,false,,,,,,,,,marina_directory
EXISTING,10239,Landing 63 in,,,14031 Highway 160,Walnut Grove,California,95690,US,,,,,Less than 100,,,,15,,,,,false,,,,,,,,,marina_directory
EXISTING,1619,Ryde Hotel-On the Delta Marina in,,,14340 State Highway 160,Walnut Grove,California,95690,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7308,Snug Harbor in,,,3356 Snug Harbor Dr,Walnut Grove,California,95690,US,,,,,Less than 100,,,,81,,,,,false,,,,,,,,,marina_directory
EXISTING,1641,Walnut Grove Guest Docks in,,,River Road,Walnut Grove,California,95690,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5585,Walnut Grove Marina in,,,Old Levee Road,Walnut Grove,California,95690,US,,,,,100 to 300,,,,200,,,,,false,,,,,,,,,marina_directory
EXISTING,9887,Wimpy's Marina in,,,14001 W Walnut Grove Rd,Walnut Grove,California,95690,US,,,,,Less than 100,,,,20,,,,,false,,,,,,,,,marina_directory
EXISTING,11078,Lake Washington Sailing Club in,,,Boathouse Road,West Sacramento,California,95691,US,,,,,Less than 100,,,,1,,,,,false,,,,,,,,,marina_directory
EXISTING,1607,Sacramento Yacht Club in,,,3365 S River Rd,West Sacramento,California,95691,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1617,Sherwood Harbor Marina & RV Park in,,,3505 So. River Rd.,West Sacramento,California,95691,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5200,Westlake Yacht Club in,,,32123 W. Lindero Canyon Road,Westlake Village,California,91361,US,,,,,100 to 300,,,,279,,,,,false,,,,,,,,,marina_directory
EXISTING,1702,Lake Haven Resort in,,,7329 Highway 147,Westwood,California,96137,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,6657,Wiskeytown Marina in,,,12485 State Highway 299 W,Whiskeytown,California,96095,US,,,,,100 to 300,,,,115,,,,,false,,,,,,,,,marina_directory
EXISTING,5232,California Yacht Marina - Wilmington Marina in,,,Berth 202 Box 36,Wilmington,California,90744,US,,,,,100 to 300,,,,268,,,,,false,,,,,,,,,marina_directory
EXISTING,6999,Cerritos Yacht Anchorage in,,,Berth 205-C Anchorage Road,Wilmington,California,90744,US,,,,,Less than 100,,,,96,,,,,false,,,,,,,,,marina_directory
EXISTING,8868,Colonial Yacht Anchorage - CLOSED - in,,,Berth 204 Anchorage Rd,Wilmington,California,90744,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,5583,Holiday Harbor Wilmington Marina in,,,701 Shore Rd,Wilmington,California,90744,US,,,,,100 to 300,,,,200,,,,,false,,,,,,,,,marina_directory
EXISTING,5498,Island Yacht Anchorage in,,,Berth 200,Wilmington,California,90744,US,,,,,100 to 300,,,,214,,,,,false,,,,,,,,,marina_directory
EXISTING,6294,Leeward Bay Marina in,,,611 N Henry Ford Ave,Wilmington,California,90744,US,,,,,100 to 300,,,,140,,,,,false,,,,,,,,,marina_directory
EXISTING,7620,Lighthouse Yacht Landing in,,,"Berth 205-B, Anchorage Road",Wilmington,California,90744,US,,,,,Less than 100,,,,72,,,,,false,,,,,,,,,marina_directory
EXISTING,5293,Newmark's Yacht Centre in,,,"761 Peninsula Road, Berth 204",Wilmington,California,90744,US,,,,,100 to 300,,,,250,,,,,false,,,,,,,,,marina_directory
EXISTING,6455,Pacific Yacht Landing in,,,Berth 203 #24,Wilmington,California,90744,US,,,,,100 to 300,,,,128,,,,,false,,,,,,,,,marina_directory
EXISTING,5925,Yacht Haven Marina in,,,202 Berth,Wilmington,California,90744,US,,,,,100 to 300,,,,168,,,,,false,,,,,,,,,marina_directory
EXISTING,7953,Miller's Landing Resort in,,,37976 Road 222,Wishon,California,93669-9721,US,,,,,Less than 100,,,,62,,,,,false,,,,,,,,,marina_directory
EXISTING,9340,North Fork Marina in,,,100 Tuttle Road,Wofford Heights,California,93285,US,,,,,Less than 100,,,,30,,,,,false,,,,,,,,,marina_directory
EXISTING,1445,Taylor Park Marina in,,,21700 CR 742,Almont,Colorado,81210,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8371,Two Rivers Marina in,,,1526 County Rd 982,Arboles,Colorado,81121,US,,,,,Less than 100,,,,50,,,,,false,,,,,,,,,marina_directory
EXISTING,7662,Vallecito Marina in,,,14810 CR 501,Bayfield,Colorado,81122,US,,,,,Less than 100,,,,70,,,,,false,,,,,,,,,marina_directory
EXISTING,5099,Dillon Marina in,,,150 Marina Dr,Dillon,Colorado,80435,US,,,,,300 to 500,,,,300,,,,,false,,,,,,,,,marina_directory
EXISTING,10162,Lake Estes Marina in,,,1770 Big Thompson Ave,Estes Park,Colorado,80517,US,,,,,Less than 100,,,,16,,,,,false,,,,,,,,,marina_directory
EXISTING,5375,Inlet Bay Marina in,,,4314 Shoreline Drive,Fort Collins,Colorado,80526,US,,,,,100 to 300,,,,240,,,,,false,,,,,,,,,marina_directory
EXISTING,5977,Frisco Bay Marina in,,,267 Marina Road,Frisco,Colorado,,US,,,,,100 to 300,,,,160,,,,,false,,,,,,,,,marina_directory
EXISTING,1446,Highland Marina on Lake Granby in,,,7878 Highway 34,Granby,Colorado,80446,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1449,Indian Peaks Marina in,,,6862 US-34,Granby,Colorado,80446,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7987,Beacon Landing Marina in,,,1026 County Road 64,Grand Lake,Colorado,80447,US,,,,,Less than 100,,,,60,,,,,false,,,,,,,,,marina_directory
EXISTING,9605,Grand Lake Marina in,,,1246 Lake Ave,Grand Lake,Colorado,80447,US,,,,,Less than 100,,,,25,,,,,false,,,,,,,,,marina_directory
EXISTING,6693,Trail Ridge Marina in,,,12634 US Highway 34,Grand Lake,Colorado,80447,US,,,,,100 to 300,,,,112,,,,,false,,,,,,,,,marina_directory
EXISTING,5347,The Marina at Pelican Bay - Cherry Creek in,,,4800 South Dayton Street,Greenwood Village,Colorado,80111,US,,,,,100 to 300,,,,248,,,,,false,,,,,,,,,marina_directory
EXISTING,6097,Elk Creek Marina in,,,24830 US-50,Gunnison,Colorado,81230,US,,,,,100 to 300,,,,150,,,,,false,,,,,,,,,marina_directory
EXISTING,8849,Lake Fork Marina in,,,,Gunnison,Colorado,81230,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,8850,Wolford Campground & Marina in,,,27219 US-40,Kremmling,Colorado,80459,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,5054,Chatfield Marina in,,,P.O. Box 621207,Littleton,Colorado,80162,US,,,,,300 to 500,,,,325,,,,,false,,,,,,,,,marina_directory
EXISTING,6726,Boyd Lake Marina in,,,4430 N County Road 11C,Loveland,Colorado,80538,US,,,,,100 to 300,,,,110,,,,,false,,,,,,,,,marina_directory
EXISTING,6098,Carter Lake Marina in,,,4011 S. County Road 31,Loveland,Colorado,80537,US,,,,,100 to 300,,,,150,,,,,false,,,,,,,,,marina_directory
EXISTING,8851,Stagecoach Marina in,,,25500 County Road 14,Oak Creek,Colorado,80467,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,1448,Shoreline Marina at Jackson Lake State Park in,,,26363 road 3,Orchard,Colorado,80649,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,249,North Shore Marina in,,,1 North Marina Road,Pueblo West,Colorado,81007,US,,,,,500 to 700,,,,518,,,,,false,,,,,,,,,marina_directory
EXISTING,5569,South Shore Marina in,,,1 S Marina Rd,Pueblo West,Colorado,81005,US,,,,,100 to 300,,,,200,,,,,false,,,,,,,,,marina_directory
EXISTING,1447,Ridgway Marina in,,,Marina Rd,Ridgway,Colorado,81432,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8370,Steamboat Lake Marina in,,,61450 CR 62,Steamboat Springs,Colorado,80428,US,,,,,Less than 100,,,,50,,,,,false,,,,,,,,,marina_directory
EXISTING,10332,White Memorial’s Point Folly Marina in,,,123 N Shore Rd,Bantam,Connecticut,6750,US,,,,,Less than 100,,,,14,,,,,false,,,,,,,,,marina_directory
EXISTING,8853,Belle Haven Yacht Club in,,,Harbor Drive,Belle Haven,Connecticut,6830,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,8254,Birbarie Marine Yard in,,,7 Indian Neck Ave,Branford,Connecticut,6405,US,,,,,Less than 100,,,,54,,,,,false,,,,,,,,,marina_directory
EXISTING,1505,Branford Harbor Dock in,,,1019 Main St,Branford,Connecticut,6405,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,9330,Branford Landing in,,,50 Maple St,Branford,Connecticut,6405,US,,,,,Less than 100,,,,30,,,,,false,,,,,,,,,marina_directory
EXISTING,8861,Branford River Marine in,,,5 Ely St # 9,Branford,Connecticut,6405,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,5432,Branford Yacht Club in,,,39 Goodsell Point Rd,Branford,Connecticut,6405,US,,,,,100 to 300,,,,229,,,,,false,,,,,,,,,marina_directory
EXISTING,7663,Dutch Wharf Boat Yard & Marina in,,,70 Maple St,Branford,Connecticut,6405,US,,,,,Less than 100,,,,70,,,,,false,,,,,,,,,marina_directory
EXISTING,7323,Goodsell Point Marina in,,,65 Goodsell Point Rd,Branford,Connecticut,6405,US,,,,,Less than 100,,,,80,,,,,false,,,,,,,,,marina_directory
EXISTING,7093,Indian Neck Yacht Club in,,,Harding Ave,Branford,Connecticut,6405,US,,,,,Less than 100,,,,90,,,,,false,,,,,,,,,marina_directory
EXISTING,1459,Kelsey's Boat Yard in,,,1 Paines Point,Branford,Connecticut,6405,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,430,Pine Orchard Yacht Club in,,,2 Club Parkway,Branford,Connecticut,6405,US,,,,,100 to 300,,,,100,,,,,false,,,,,,,,,marina_directory
EXISTING,4746,Safe Harbor Bruce & Johnsons in,,,145 S. Montowese St.,Branford,Connecticut,6405,US,,,,,500 to 700,,,,675,,,,,false,,,,,,,,,marina_directory
EXISTING,1518,Stony Creek Town Dock in,,,Thimble Island Road and Indian Point Road,Branford,Connecticut,6405,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1480,Yale Corinthian Yacht Club in,,,179 Clark Avenue,Branford,Connecticut,6405,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10783,Black Rock Yacht Club in,,,80 Grovers Avenue,Bridgeport,Connecticut,6605,US,,,,,Less than 100,,,,6,,,,,false,,,,,,,,,marina_directory
EXISTING,1521,Bridgeport Boatworks in,,,837 Seaview Ave,Bridgeport,Connecticut,6607,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5574,Bridgeport Harbor Marina in,,,10 E. Main Street,Bridgeport,Connecticut,6608,US,,,,,100 to 300,,,,200,,,,,false,,,,,,,,,marina_directory
EXISTING,8376,Bridgeport Town Moorings in,,,1 Ferry Access Road,Bridgeport,Connecticut,6604,US,,,,,Less than 100,,,,50,,,,,false,,,,,,,,,marina_directory
EXISTING,4996,Captain's Cove Seaport in,,,1 Bostwick Ave,Bridgeport,Connecticut,6605,US,,,,,300 to 500,,,,350,,,,,false,,,,,,,,,marina_directory
EXISTING,6289,Cedar Marina in,,,86 Bostwick Ave,Bridgeport,Connecticut,6605,US,,,,,100 to 300,,,,140,,,,,false,,,,,,,,,marina_directory
EXISTING,8856,Dolphin's Cove Marina in,,,421 Seaview Ave,Bridgeport,Connecticut,06607-2436,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,5571,East End Yacht Club in,,,104 Bay St,Bridgeport,Connecticut,6607,US,,,,,100 to 300,,,,200,,,,,false,,,,,,,,,marina_directory
EXISTING,1464,Fayerweather Yacht Club in,,,51 Brewer Street,Bridgeport,Connecticut,6605,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1489,Lou's Boat Basin in,,,365 Seaview Ave,Bridgeport,Connecticut,06607-2489,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5885,Miamogue Yacht Club in,,,144 Seaview Avenue,Bridgeport,Connecticut,6607,US,,,,,100 to 300,,,,173,,,,,false,,,,,,,,,marina_directory
EXISTING,1462,Move Yacht Club in,,,220 Waterview Ave,Bridgeport,Connecticut,6608,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,9333,Ryan's Marine Services in,,,530 Waterview Avenue,Bridgeport,Connecticut,6608,US,,,,,Less than 100,,,,30,,,,,false,,,,,,,,,marina_directory
EXISTING,1523,Brookfield Bay Marina in,,,476 Candlewood Lake Road,Brookfield,Connecticut,6804,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5288,Candlewood East Marina in,,,204 Candlewood Lake Road,Brookfield,Connecticut,6804,US,,,,,100 to 300,,,,250,,,,,false,,,,,,,,,marina_directory
EXISTING,1524,Down the Hatch Restaurant in,,,292 Candlewood Lake Road,Brookfield,Connecticut,6804,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5100,Echo Bay Marina in,,,227 Candlewood Lake Rd,Brookfield,Connecticut,6804,US,,,,,300 to 500,,,,300,,,,,false,,,,,,,,,marina_directory
EXISTING,1502,"Port 5, National Association of Naval Veterans in",,,,Cedar Creek,Connecticut,,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7286,Castle Marina in,,,61 Railroad Avenue,Chester,Connecticut,6412,US,,,,,Less than 100,,,,82,,,,,false,,,,,,,,,marina_directory
EXISTING,6359,Chester Point Marina in,,,72 Railroad Ave,Chester,Connecticut,6412,US,,,,,100 to 300,,,,135,,,,,false,,,,,,,,,marina_directory
EXISTING,5222,Hays Haven Marina in,,,59 Railroad Ave,Chester,Connecticut,6412,US,,,,,100 to 300,,,,270,,,,,false,,,,,,,,,marina_directory
EXISTING,7991,Middlesex Yacht Club in,,,276 Middlesex Avenue,Chester,Connecticut,6412,US,,,,,Less than 100,,,,60,,,,,false,,,,,,,,,marina_directory
EXISTING,6472,Pattaconk Yacht Club in,,,Ferry Road,Chester,Connecticut,6412,US,,,,,100 to 300,,,,125,,,,,false,,,,,,,,,marina_directory
EXISTING,6332,Petzolds Chester Boat Basin in,,,226 Middlesex Ave,Chester,Connecticut,6412,US,,,,,100 to 300,,,,138,,,,,false,,,,,,,,,marina_directory
EXISTING,4915,Cedar Island Marina in,,,34 Riverside Dr,Clinton,Connecticut,6413,US,,,,,300 to 500,,,,400,,,,,false,,,,,,,,,marina_directory
EXISTING,9135,Clinton Town Dock in,,,Riverside Dr,Clinton,Connecticut,6413,US,,,,,Less than 100,,,,35,,,,,false,,,,,,,,,marina_directory
EXISTING,7805,Hammonasset Yacht Club in,,,70 Riverside Dr,Clinton,Connecticut,6413,US,,,,,Less than 100,,,,66,,,,,false,,,,,,,,,marina_directory
EXISTING,7490,Harborside Marina in,,,131 Grove St,Clinton,Connecticut,6413,US,,,,,Less than 100,,,,75,,,,,false,,,,,,,,,marina_directory
EXISTING,1487,Holiday Dock in,,,37 Riverside Dr,Clinton,Connecticut,6413,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,9134,Indian River Marina in,,,58 Commerce St,Clinton,Connecticut,06413-2017,US,,,,,Less than 100,,,,35,,,,,false,,,,,,,,,marina_directory
EXISTING,10510,Lobster Landing in,,,152 Commerce St,Clinton,Connecticut,6413,US,,,,,Less than 100,,,,10,,,,,false,,,,,,,,,marina_directory
EXISTING,428,Old Harbor Marina in,,,79 Waterside Lane,Clinton,Connecticut,6413,US,,,,,100 to 300,,,,100,,,,,false,,,,,,,,,marina_directory
EXISTING,6287,Port Clinton Marina in,,,33 Indian Drive,Clinton,Connecticut,6413,US,,,,,100 to 300,,,,140,,,,,false,,,,,,,,,marina_directory
EXISTING,5979,Riverside Basin Marina in,,,45 Riverside Dr,Clinton,Connecticut,6413,US,,,,,100 to 300,,,,160,,,,,false,,,,,,,,,marina_directory
EXISTING,8373,Tim Bassett Marine in,,,52 Commerce St,Clinton,Connecticut,06413-2017,US,,,,,Less than 100,,,,50,,,,,false,,,,,,,,,marina_directory
EXISTING,1507,Cobalt Marine in,,,49 Oakum Dock Rd,Cobalt,Connecticut,6414,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1450,Albin Marine in,,,143 River Rd,Cos Cob,Connecticut,6807,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5286,Beacon Point Marine in,,,49 River Rd,Cos Cob,Connecticut,06807-2725,US,,,,,100 to 300,,,,250,,,,,false,,,,,,,,,marina_directory
EXISTING,5859,Cos Cob Marina in,,,94 Strickland Rd,Cos Cob,Connecticut,,US,,,,,100 to 300,,,,175,,,,,false,,,,,,,,,marina_directory
EXISTING,6680,Drenckhahn Boat Basin in,,,105 River Road,Cos Cob,Connecticut,6807,US,,,,,100 to 300,,,,114,,,,,false,,,,,,,,,marina_directory
EXISTING,5287,Greenwich Water Club in,,,49 River Road,Cos Cob,Connecticut,6807,US,,,,,100 to 300,,,,250,,,,,false,,,,,,,,,marina_directory
EXISTING,7992,Greenwich Waterside Marina in,,,33 River Road,Cos Cob,Connecticut,6807,US,,,,,Less than 100,,,,60,,,,,false,,,,,,,,,marina_directory
EXISTING,1490,Mackenzie Marine Service in,,,PO Box 325,Cos Cob,Connecticut,6807,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1466,Mianus River Boat & Yacht Club in,,,98 Strickland Road,Cos Cob,Connecticut,6807,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1501,OMA Marine in,,,151 River Rd,Cos Cob,Connecticut,6807,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,6290,Palmer Point Marina in,,,7 River Road #311,Cos Cob,Connecticut,06807-2723,US,,,,,100 to 300,,,,140,,,,,false,,,,,,,,,marina_directory
EXISTING,1530,Nina Marina in,,,10 Hayestown Rd,Danbury,Connecticut,6811,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,6695,Pocono Point Marina in,,,16 Forty Acre Mountain Road,Danbury,Connecticut,6811,US,,,,,100 to 300,,,,112,,,,,false,,,,,,,,,marina_directory
EXISTING,1512,Darien Boat Club in,,,135 Pear Tree Point Road,Darien,Connecticut,06820-0621,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5180,Safe Harbor Deep River in,,,50 River Lane,Deep River,Connecticut,06417-1925,US,,,,,100 to 300,,,,285,,,,,false,,,,,,,,,marina_directory
EXISTING,5792,Czescik Municipal Marina in,,,Stamford Harbor,East Branch,Connecticut,,US,,,,,100 to 300,,,,180,,,,,false,,,,,,,,,marina_directory
EXISTING,1519,Goodspeed Opera House in,,,6 Main St,East Haddam,Connecticut,06432-1302,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1474,Rock Landing Marina in,,,326 Rock Landing Road,East Hampton,Connecticut,06424-3012,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1528,Saint Clements Marina in,,,49 Oakum Dock Rd,East Hampton,Connecticut,6424,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1517,Connecticut Marina in,,,2 Short Beach Rd,East Haven,Connecticut,6512,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,1532,Farm River Marina in,,,Mansfield Grove Road,East Haven,Connecticut,6512,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7988,Bloom Bros. Marina in,,,38 Cove Ave,East Norwalk,Connecticut,06855-2413,US,,,,,Less than 100,,,,60,,,,,false,,,,,,,,,marina_directory
EXISTING,4916,Norwalk Cove Marina in,,,48 Calf Pasture Beach Road,East Norwalk,Connecticut,6855,US,,,,,300 to 500,,,,400,,,,,false,,,,,,,,,marina_directory
EXISTING,1478,Sprite Island Yacht Club in,,,Shorehaven Road,East Norwalk,Connecticut,6856,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10163,Connecticut River Museum in,,,67 Main Street,Essex,Connecticut,6412,US,,,,,Less than 100,,,,16,,,,,false,,,,,,,,,marina_directory
EXISTING,9331,Essex Boat Works in,,,9 Ferry St,Essex,Connecticut,6426,US,,,,,Less than 100,,,,30,,,,,false,,,,,,,,,marina_directory
EXISTING,1455,Essex Corinthian Yacht Club in,,,Novelty Lane,Essex,Connecticut,6426,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8755,Essex Yacht Club in,,,13 Novelty Lane,Essex,Connecticut,6426,US,,,,,Less than 100,,,,43,,,,,false,,,,,,,,,marina_directory
EXISTING,8580,Middle Cove Marina in,,,23 Saybrook Road,Essex,Connecticut,6426,US,,,,,Less than 100,,,,48,,,,,false,,,,,,,,,marina_directory
EXISTING,1472,Pettipaug Yacht Club in,,,143 River Rd,Essex,Connecticut,6426,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,382,Safe Harbor Dauntless Shipyard in,,,37 Pratt Street,Essex,Connecticut,6426,US,,,,,100 to 300,,,,103,,,,,false,,,,,,,,,marina_directory
